id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,source_url,scraped_at,data_hash
779,2021,2,2021-08-22,Alavés,Mallorca,1,1,D,https://example.com/2021/matchday/2,2025-07-12T12:18:52.075095,fd270b75ddc726ff297f32023f7b0e11
780,2021,2,2021-08-22,Levante,Athletic Bilbao,2,2,D,https://example.com/2021/matchday/2,2025-07-12T12:18:52.075118,60dca281b3a53e3227bf5f390cb5fed5
21,2021,3,2021-08-29,Villarreal,Huesca,2,1,H,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117225,db0535bb095340dbfdab95a4ee863df0
22,2021,3,2021-08-29,Real Sociedad,Barcelona,2,1,H,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117250,1e29427c232c2f399859a26eada130d8
23,2021,3,2021-08-29,Real Betis,Celta Vigo,0,1,A,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117274,88e69d40f26dfdc5bd3219f937b78032
24,2021,3,2021-08-29,Levante,Granada,3,1,H,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117298,ac460e70e837e7ce1bc94ccbd8ace3c9
25,2021,3,2021-08-29,Mallorca,Osasuna,0,2,A,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117321,0db569b7c9e64fd5c03bd1e50d963a38
26,2021,3,2021-08-29,Valencia,Getafe,2,1,H,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117345,6336c55c82fa924fc404fee58beffcc8
27,2021,3,2021-08-29,Elche,Atlético Madrid,1,3,A,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117369,84207d2410d236c548f57bf563898efb
28,2021,3,2021-08-29,Cádiz,Sevilla,0,2,A,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117394,b68ad1594cf9f63d1adda58d99ca0523
29,2021,3,2021-08-29,Athletic Bilbao,Alavés,2,0,H,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117419,8b79f2643e8695095736e8908aff2ba5
30,2021,3,2021-08-29,Real Madrid,Espanyol,1,2,A,https://example.com/2021/matchday/3,2025-07-12T12:02:47.117443,249bfdcac61bdbc91f2a5e30a25cc503
781,2021,3,2021-08-29,Atlético Madrid,Alavés,2,1,H,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075160,50812b43cf48c41df29bfb92aed899b5
782,2021,3,2021-08-29,Sevilla,Celta Vigo,3,2,H,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075183,941078df3d6bc91830b9cbfdb8bbcbf6
783,2021,3,2021-08-29,Mallorca,Valencia,0,2,A,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075206,97e8f55186c3bba2e2c1eafc6168f960
784,2021,3,2021-08-29,Osasuna,Barcelona,1,0,H,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075229,6b19fd59f24d18a035e15e7a232a0c00
785,2021,3,2021-08-29,Getafe,Athletic Bilbao,0,1,A,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075251,54aebc3f2c0d994a8d96937fa86f7b3f
786,2021,3,2021-08-29,Huesca,Espanyol,2,2,D,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075273,2ac6d9bf3948dbfcd369c3c2572f8576
787,2021,3,2021-08-29,Villarreal,Cádiz,3,0,H,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075295,175f127070921456e19feb682ada240a
788,2021,3,2021-08-29,Levante,Real Sociedad,3,1,H,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075318,8137e696fb431c613e15c59bba61c88a
789,2021,3,2021-08-29,Elche,Real Betis,4,2,H,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075341,f9151f51ac11c7cb497d4de85a27eca2
790,2021,3,2021-08-29,Real Madrid,Granada,3,1,H,https://example.com/2021/matchday/3,2025-07-12T12:18:52.075363,7651b7bdf39b798523249a177f9cb9c8
31,2021,4,2021-09-05,Barcelona,Real Madrid,1,1,D,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117480,9ead61c026b5c104dab51f0dcd6d480d
32,2021,4,2021-09-05,Mallorca,Cádiz,3,1,H,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117505,7ef863fec3398c42c34dc13cbbccd9ce
33,2021,4,2021-09-05,Sevilla,Athletic Bilbao,2,1,H,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117530,c8a0356e6e7c8bcac745fababa8dde81
34,2021,4,2021-09-05,Getafe,Huesca,0,3,A,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117555,8817890ab5249d0a7e475e55bbe51b81
35,2021,4,2021-09-05,Celta Vigo,Real Sociedad,3,1,H,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117579,d54d721a79067cba64509db82f0a7945
36,2021,4,2021-09-05,Levante,Osasuna,3,2,H,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117610,fff20da1085aca78f7dfdcc9191269fb
37,2021,4,2021-09-05,Atlético Madrid,Villarreal,1,1,D,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117634,7a2c637033620b2045f0b49a1ea6b32d
38,2021,4,2021-09-05,Valencia,Real Betis,1,0,H,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117658,15b6cf17e2c5b3fc72132a0cf19ec527
39,2021,4,2021-09-05,Alavés,Espanyol,4,1,H,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117682,ef0efa14887ce7b23acf6f942525e034
40,2021,4,2021-09-05,Elche,Granada,2,3,A,https://example.com/2021/matchday/4,2025-07-12T12:02:47.117706,fbb156d2a844df58256d66de35e77e56
791,2021,4,2021-09-05,Granada,Celta Vigo,3,0,H,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075403,572dfb881acd2437647bdaa049a083c2
792,2021,4,2021-09-05,Levante,Alavés,0,2,A,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075426,bbb5007de4866f038afff1b7378121b3
793,2021,4,2021-09-05,Real Betis,Mallorca,3,3,D,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075449,88f2ff6b9f4bc81915b2edb9b3451e9c
794,2021,4,2021-09-05,Getafe,Sevilla,2,0,H,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075472,03b52abdb9324edc167625aa2ce90e73
795,2021,4,2021-09-05,Atlético Madrid,Huesca,1,1,D,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075494,8b61e63c4f76a1725339c0cbcc7e6feb
796,2021,4,2021-09-05,Villarreal,Osasuna,2,3,A,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075517,5f061fa66eb7872e2f102636913dd9ae
797,2021,4,2021-09-05,Athletic Bilbao,Elche,3,0,H,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075538,82bc6a0f6e7c2e1b9fb987f624c414b5
798,2021,4,2021-09-05,Real Sociedad,Real Madrid,2,1,H,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075565,e24a05a191c0cd3e63da006c9a0473dd
799,2021,4,2021-09-05,Espanyol,Cádiz,0,3,A,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075587,8f74bf5636bb87542e7627942dbe119b
800,2021,4,2021-09-05,Barcelona,Valencia,0,2,A,https://example.com/2021/matchday/4,2025-07-12T12:18:52.075609,cf017a293bbc13dd715d077a05af81b9
41,2021,5,2021-09-12,Osasuna,Barcelona,1,1,D,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117742,48af326eb9877968adccb6f03b395184
42,2021,5,2021-09-12,Villarreal,Granada,0,3,A,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117767,051aac9b5c85932784c3a22b8d1b0258
43,2021,5,2021-09-12,Valencia,Real Sociedad,2,2,D,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117792,b9d1cad883ec8417c6e1542d6ad0d70f
44,2021,5,2021-09-12,Espanyol,Alavés,1,1,D,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117816,4eba07a92a36abf4b93c4e90976db58b
45,2021,5,2021-09-12,Cádiz,Celta Vigo,1,2,A,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117841,993060f889df5dd3600cfd3916488d98
46,2021,5,2021-09-12,Atlético Madrid,Levante,1,3,A,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117865,95be6d13eb16fbc9135f0cb0cf159833
47,2021,5,2021-09-12,Sevilla,Mallorca,1,2,A,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117889,beeb60c4aa935d8a2703798d77ef5d4e
48,2021,5,2021-09-12,Elche,Real Betis,0,0,D,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117913,0c79210b2a5070213813575cda36c778
49,2021,5,2021-09-12,Getafe,Huesca,0,3,A,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117936,41f2d4883629b6a23500ae14bb8ef403
50,2021,5,2021-09-12,Athletic Bilbao,Real Madrid,2,1,H,https://example.com/2021/matchday/5,2025-07-12T12:02:47.117959,3a2c19bea38dca808d5395a8682a43c3
801,2021,5,2021-09-12,Espanyol,Elche,3,1,H,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075642,2ed7244f030f92d641daaba28c831081
802,2021,5,2021-09-12,Sevilla,Real Betis,1,3,A,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075665,ea92861ee826c49c6393f6bfd88459bb
803,2021,5,2021-09-12,Osasuna,Athletic Bilbao,2,0,H,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075687,6af8b981debe9a171b7b41e31c7c6d2d
804,2021,5,2021-09-12,Real Madrid,Getafe,1,3,A,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075709,11e099febe58f16a9643edef5458c334
805,2021,5,2021-09-12,Atlético Madrid,Mallorca,1,1,D,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075731,7c455804e74825ea9a2417841d708ec2
806,2021,5,2021-09-12,Villarreal,Huesca,1,0,H,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075753,f27941856a5db797030d54e816fe017d
807,2021,5,2021-09-12,Alavés,Real Sociedad,1,2,A,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075775,a8c0a8005f921f62510f7fdcf016a106
808,2021,5,2021-09-12,Celta Vigo,Granada,3,2,H,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075796,ccb5c1aa425294a5306198965cfeb88d
809,2021,5,2021-09-12,Levante,Cádiz,1,1,D,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075818,71bb154e7575c65ed85ca74243152e0b
810,2021,5,2021-09-12,Valencia,Barcelona,1,1,D,https://example.com/2021/matchday/5,2025-07-12T12:18:52.075840,f817fad2b71616fd8f25de9c178a58db
51,2021,6,2021-09-19,Osasuna,Athletic Bilbao,1,1,D,https://example.com/2021/matchday/6,2025-07-12T12:02:47.117995,93b0a54e59d48cfe079bf4efbbaad70b
52,2021,6,2021-09-19,Sevilla,Valencia,4,1,H,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118021,1e7a0f26499e0d02cede8034f294a0da
53,2021,6,2021-09-19,Elche,Real Sociedad,0,3,A,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118055,d9960ab7cef8a8181bf691604dcf683b
54,2021,6,2021-09-19,Levante,Granada,2,1,H,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118079,a38a61fa46a4ad0d144840f36833f4d9
55,2021,6,2021-09-19,Mallorca,Cádiz,3,1,H,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118104,2caba22433f50572b1fc44cac146ded3
56,2021,6,2021-09-19,Celta Vigo,Villarreal,3,1,H,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118128,2d70e9f10d3bb88ff9a2405b14201b26
57,2021,6,2021-09-19,Atlético Madrid,Huesca,3,2,H,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118153,2585ab24922220d3ed2366fd162083b0
58,2021,6,2021-09-19,Espanyol,Barcelona,2,3,A,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118236,b3b27d9c895da89ecaa965c4cca1724a
59,2021,6,2021-09-19,Alavés,Real Betis,3,1,H,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118288,fe43941ea31309834092a09dc185b582
60,2021,6,2021-09-19,Real Madrid,Getafe,3,2,H,https://example.com/2021/matchday/6,2025-07-12T12:02:47.118322,741437f2391e205f44484578e1ccae3e
811,2021,6,2021-09-19,Celta Vigo,Real Madrid,2,3,A,https://example.com/2021/matchday/6,2025-07-12T12:18:52.075873,3778b47f000c5706f2bc6c89788bcb12
812,2021,6,2021-09-19,Osasuna,Villarreal,2,2,D,https://example.com/2021/matchday/6,2025-07-12T12:18:52.075897,728a2cfa1baced3ce82734acc1c97c46
813,2021,6,2021-09-19,Huesca,Valencia,1,2,A,https://example.com/2021/matchday/6,2025-07-12T12:18:52.075925,994e765faf785669337d251c4161fecb
814,2021,6,2021-09-19,Granada,Alavés,2,1,H,https://example.com/2021/matchday/6,2025-07-12T12:18:52.075950,ae7c3a1755929f8a4781ca2d0691f535
815,2021,6,2021-09-19,Barcelona,Real Betis,3,1,H,https://example.com/2021/matchday/6,2025-07-12T12:18:52.075978,121bb6f813b64b56ae1efa371e9700b9
816,2021,6,2021-09-19,Elche,Levante,2,0,H,https://example.com/2021/matchday/6,2025-07-12T12:18:52.076002,cb877f7ef28de6158e00e5738fc21a94
817,2021,6,2021-09-19,Cádiz,Getafe,0,1,A,https://example.com/2021/matchday/6,2025-07-12T12:18:52.076024,aba34b2707d7a137ce2cbfab8da8d7a5
818,2021,6,2021-09-19,Espanyol,Mallorca,2,1,H,https://example.com/2021/matchday/6,2025-07-12T12:18:52.076047,e7af3f17a501675f51c8a9b839542b97
819,2021,6,2021-09-19,Real Sociedad,Athletic Bilbao,3,1,H,https://example.com/2021/matchday/6,2025-07-12T12:18:52.076070,388e2494ea1c83d5eb09c6ad04fc4b69
820,2021,6,2021-09-19,Sevilla,Atlético Madrid,3,1,H,https://example.com/2021/matchday/6,2025-07-12T12:18:52.076093,04139cd8f3ff5210517b3635e915c7da
61,2021,7,2021-09-26,Celta Vigo,Real Madrid,2,2,D,https://example.com/2021/matchday/7,2025-07-12T12:02:47.118367,5a01e8fe424ecabba766875a74abe31f
62,2021,7,2021-09-26,Villarreal,Espanyol,1,1,D,https://example.com/2021/matchday/7,2025-07-12T12:02:47.118396,138401c8da0bc5cf295a0cbfebe29f97
63,2021,7,2021-09-26,Huesca,Osasuna,2,1,H,https://example.com/2021/matchday/7,2025-07-12T12:02:47.118508,58d735434171868554eb9dc040d7d53e
64,2021,7,2021-09-26,Real Betis,Athletic Bilbao,1,1,D,https://example.com/2021/matchday/7,2025-07-12T12:02:47.118573,44b6caf4ea9fd4e946ce0cf8dadfe3bd
65,2021,7,2021-09-26,Real Sociedad,Barcelona,2,4,A,https://example.com/2021/matchday/7,2025-07-12T12:02:47.118676,eba91bb43cd034caf92d9659e79e7e50
66,2021,7,2021-09-26,Valencia,Atlético Madrid,1,2,A,https://example.com/2021/matchday/7,2025-07-12T12:02:47.118884,72fad80db8b99a1ddecec9799a165c24
67,2021,7,2021-09-26,Elche,Alavés,2,2,D,https://example.com/2021/matchday/7,2025-07-12T12:02:47.118971,5f903ebfaa7500e0b25722855362b52e
68,2021,7,2021-09-26,Levante,Granada,1,2,A,https://example.com/2021/matchday/7,2025-07-12T12:02:47.119007,9c5cbc56bfe07dab5621d016c28daf38
69,2021,7,2021-09-26,Sevilla,Getafe,1,0,H,https://example.com/2021/matchday/7,2025-07-12T12:02:47.119035,9e72798657fb2b214efaff7afefb7660
70,2021,7,2021-09-26,Mallorca,Cádiz,4,1,H,https://example.com/2021/matchday/7,2025-07-12T12:02:47.119071,39ece3d71f3340253625e7ef4adbac61
821,2021,7,2021-09-26,Granada,Valencia,1,0,H,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076127,fdce4d8b241f30cc5eccd6c4049a68e6
822,2021,7,2021-09-26,Athletic Bilbao,Sevilla,3,2,H,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076151,886bcf68bfcb8e498144670207b12d8f
823,2021,7,2021-09-26,Cádiz,Huesca,3,1,H,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076174,cd75105479444558438ba9b030b73f10
824,2021,7,2021-09-26,Real Madrid,Espanyol,1,1,D,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076196,3215d8b8a14f0e2a4ca21d19681c999f
825,2021,7,2021-09-26,Celta Vigo,Villarreal,2,0,H,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076218,d32d7c774b1f86f7d49d189411ebf3e2
826,2021,7,2021-09-26,Real Sociedad,Elche,0,2,A,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076241,87fa1ba869ebda1b45bb26f21231188a
827,2021,7,2021-09-26,Mallorca,Barcelona,3,3,D,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076263,3510ebc94b95b4219ac272d3a7d827e0
828,2021,7,2021-09-26,Getafe,Levante,4,0,H,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076285,df5d636478360bfac859a788a46dbb42
829,2021,7,2021-09-26,Atlético Madrid,Real Betis,3,1,H,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076306,016fe673807885131d36815f0be0a006
830,2021,7,2021-09-26,Alavés,Osasuna,1,1,D,https://example.com/2021/matchday/7,2025-07-12T12:18:52.076329,95e24c4c88f24921b53c20e6824bfb73
71,2021,8,2021-10-03,Athletic Bilbao,Valencia,2,0,H,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119125,2f02fa6131f2e1422e59c04c5af2f092
72,2021,8,2021-10-03,Real Sociedad,Villarreal,0,0,D,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119195,9f1df264dcd531f76aafdcc3fb153074
73,2021,8,2021-10-03,Sevilla,Barcelona,2,3,A,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119282,0b671e949533e175bea54cb05fab7587
74,2021,8,2021-10-03,Cádiz,Huesca,2,1,H,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119336,035eaee04686a6e6a55ec6e5637945f4
75,2021,8,2021-10-03,Real Madrid,Levante,1,2,A,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119378,e16b518e477c9b5fdd2572103ac1d4d5
76,2021,8,2021-10-03,Granada,Getafe,1,0,H,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119406,8c5c889fdfb5df42866ff5a11f747ef1
77,2021,8,2021-10-03,Espanyol,Osasuna,3,1,H,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119437,b1c079dfe4d380c767127e62a0d823a2
78,2021,8,2021-10-03,Alavés,Celta Vigo,4,1,H,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119462,6e069a5af4ed186af99afa057528c3c4
79,2021,8,2021-10-03,Atlético Madrid,Mallorca,0,1,A,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119486,b6ba18cdd029df82da5fa926fed4d892
80,2021,8,2021-10-03,Real Betis,Elche,0,4,A,https://example.com/2021/matchday/8,2025-07-12T12:02:47.119517,afff7a4714c275b329ec2c50f5e5545f
831,2021,8,2021-10-03,Celta Vigo,Sevilla,1,0,H,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076362,d4c2ceba759d29a0a93b16ea0ae4256a
832,2021,8,2021-10-03,Osasuna,Real Sociedad,3,1,H,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076391,7dea6f771fd3b1c5e0cbf44db1e32762
833,2021,8,2021-10-03,Espanyol,Barcelona,3,4,A,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076414,776a00248bd34b2bb163c91e25ce51a7
834,2021,8,2021-10-03,Athletic Bilbao,Levante,1,0,H,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076437,7a588105054f07a7ff8e06064ef187b1
835,2021,8,2021-10-03,Getafe,Real Betis,2,0,H,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076459,80be3eb71ec4559259a796fceb948eef
836,2021,8,2021-10-03,Cádiz,Real Madrid,3,2,H,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076481,d1de468fcac52cd5e1f59eaf3d8b7252
837,2021,8,2021-10-03,Huesca,Mallorca,1,4,A,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076508,2f1cb685ae47dc63798b741ff09d192e
838,2021,8,2021-10-03,Alavés,Atlético Madrid,0,2,A,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076532,1812e1b8458c0dc449a0f7aad44e894d
839,2021,8,2021-10-03,Villarreal,Valencia,1,2,A,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076555,92c65c287f47da64d4ba39a649901d9f
840,2021,8,2021-10-03,Granada,Elche,0,1,A,https://example.com/2021/matchday/8,2025-07-12T12:18:52.076577,f4a085364891944449a972dc23e57e9f
81,2021,9,2021-10-10,Cádiz,Real Betis,4,1,H,https://example.com/2021/matchday/9,2025-07-12T12:02:47.119556,bb0ca48dd7b13170b4daa4c2077b835e
82,2021,9,2021-10-10,Real Sociedad,Mallorca,0,4,A,https://example.com/2021/matchday/9,2025-07-12T12:02:47.119582,db35b0a1bda7b1ee3a743a15d8763d03
83,2021,9,2021-10-10,Elche,Sevilla,2,1,H,https://example.com/2021/matchday/9,2025-07-12T12:02:47.119604,b3cd686a22e452afddabdfec6ab8a606
